questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,imagePath
ion4_043,chemistry,電池とイオン,金属と水溶液,2,choice,Mg＞Zn＞Cuの3種類について、ほかの金属のイオンを含む水溶液に入れたとき、最も反応しやすい金属はどれか。,マグネシウム,マグネシウム|亜鉛|銅|すべて同じ,3種類ではマグネシウムが最も陽イオンになりやすいためです。,active,,,中3|イオン4,
ion4_044,chemistry,電池とイオン,電池,1,choice,塩酸に亜鉛板と銅板を入れて電池をつくった。電子を放出するのはどちらの金属板か。,亜鉛板,亜鉛板|銅板|両方|どちらでもない,亜鉛の方が陽イオンになりやすく、亜鉛原子が電子を失うためです。,active,,,中3|イオン4,
ion4_045,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、亜鉛原子はどのように変化するか。,電子を2個失って亜鉛イオンになる,電子を2個失って亜鉛イオンになる|電子を2個受け取って亜鉛イオンになる|電子を1個失って水素イオンになる|変化しない,亜鉛原子は電子を2個失ってZn²⁺になります。,active,,,中3|イオン4,
ion4_046,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、水素イオンはどうなるか。,電子を受け取る,電子を受け取る|電子を失う|亜鉛イオンになる|変化しない,水素イオンは電子を受け取って水素原子になります。,active,,,中3|イオン4,
ion4_047,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、水素が発生するのはどちらの極か。,＋極,＋極|－極|両方の極|どちらの極でも発生しない,この電池では銅板が＋極で、水素イオンが電子を受け取って水素が発生します。,active,,,中3|イオン4,
ion4_048,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、－極で起こる変化として正しいものはどれか。,亜鉛原子が電子を失って亜鉛イオンになる,亜鉛原子が電子を失って亜鉛イオンになる|水素イオンが電子を受け取る|銅原子が電子を失って銅イオンになる|水素分子が電子を失う,－極の亜鉛板では、亜鉛原子が電子を失って亜鉛イオンになります。,active,,,中3|イオン4,
ion4_049,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、＋極で起こる変化として正しいものはどれか。,水素イオンが電子を受け取る,水素イオンが電子を受け取る|亜鉛原子が電子を失う|銅原子が電子を失う|亜鉛イオンが電子を受け取る,＋極の銅板側では、水素イオンが電子を受け取ります。,active,,,中3|イオン4,
ion4_050,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、亜鉛板から出た電子は導線中をどちらへ移動するか。,銅板へ移動する,銅板へ移動する|亜鉛板へ戻る|塩酸の中だけを移動する|移動しない,亜鉛板が－極、銅板が＋極なので、電子は－極の亜鉛板から＋極の銅板へ移動します。,active,,,中3|イオン4,
ion4_051,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、導線中を流れる電流の向きはどれか。,銅板から亜鉛板,銅板から亜鉛板|亜鉛板から銅板|両方向|電流は流れない,電流は＋極から－極へ流れるので、銅板から亜鉛板の向きです。,active,,,中3|イオン4,
ion4_052,chemistry,電池とイオン,電池,2,choice,電池での電子の移動方向と電流の向きの関係として正しいものはどれか。,互いに逆向き,互いに逆向き|同じ向き|必ず直角|関係しない,電子は－極から＋極、電流は＋極から－極なので、互いに逆向きです。,active,,,中3|イオン4,
ion4_053,chemistry,電池とイオン,電池,1,choice,塩酸に亜鉛板と銅板を入れた電池で、－極はどれか。,亜鉛板,亜鉛板|銅板|両方|どちらでもない,亜鉛は銅より陽イオンになりやすいため、亜鉛板が－極になります。,active,,,中3|イオン4,
ion4_054,chemistry,電池とイオン,電池,1,choice,塩酸に亜鉛板と銅板を入れた電池で、＋極はどれか。,銅板,銅板|亜鉛板|両方|どちらでもない,亜鉛より陽イオンになりにくい銅板が＋極になります。,active,,,中3|イオン4,
ion4_055,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、亜鉛板が－極になる理由として正しいものはどれか。,亜鉛が銅より陽イオンになりやすいから,亜鉛が銅より陽イオンになりやすいから|銅が亜鉛より陽イオンになりやすいから|亜鉛が水素より重いから|銅板から電子が出るから,2種類の金属では、陽イオンになりやすい方の金属が電子を失って－極になります。,active,,,中3|イオン4,
ion4_056,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、電子を失う原子はどれか。,亜鉛原子,亜鉛原子|銅原子|水素原子|銅イオン,－極の亜鉛板では、亜鉛原子が電子を失います。,active,,,中3|イオン4,
ion4_057,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、亜鉛原子1個が失う電子は何個か。,2個,2個|1個|3個|4個,亜鉛原子は電子を2個失って亜鉛イオンZn²⁺になります。,active,,,中3|イオン4,
ion4_058,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、亜鉛原子が電子を2個失うと何になるか。,亜鉛イオン,亜鉛イオン|銅イオン|水素イオン|水素分子,亜鉛原子は電子を2個失って亜鉛イオンになります。,active,,,中3|イオン4,
ion4_059,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、電子を受け取るイオンは何か。,水素イオン,水素イオン|亜鉛イオン|銅イオン|塩化物イオン,亜鉛原子から出た電子を水素イオンが受け取ります。,active,,,中3|イオン4,
ion4_060,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、水素イオンが電子を受け取ると、まず何になるか。,水素原子,水素原子|水素分子|亜鉛原子|銅原子,原問題では、水素イオンが電子を受け取って水素原子になるとしています。,active,,,中3|イオン4,
ion4_061,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で、水素原子は何個結びついて水素分子になるか。,2個,2個|1個|3個|4個,水素原子が2個結びついて水素分子になります。,active,,,中3|イオン4,
ion4_062,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で発生する気体は何か。,水素,水素|酸素|二酸化炭素|塩素,水素イオンが電子を受け取り、最終的に水素分子となって気体として発生します。,active,,,中3|イオン4,
ion4_063,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池で起こる変化の順序として正しいものはどれか。,亜鉛原子が電子を失う→電子が導線を移動する→水素イオンが電子を受け取る→水素が発生する,亜鉛原子が電子を失う→電子が導線を移動する→水素イオンが電子を受け取る→水素が発生する|水素イオンが電子を失う→亜鉛が電子を受け取る→酸素が発生する|銅原子が電子を失う→亜鉛イオンが電子を受け取る→水素が発生する|亜鉛原子が電子を受け取る→水素イオンが電子を失う→水素が発生する,－極で亜鉛が電子を放出し、その電子が＋極側へ移動して水素イオンに受け取られます。,active,,,中3|イオン4,
ion4_064,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池について正しい組み合わせはどれか。,－極：亜鉛板、＋極：銅板、電子：亜鉛板→銅板,－極：亜鉛板、＋極：銅板、電子：亜鉛板→銅板|－極：銅板、＋極：亜鉛板、電子：銅板→亜鉛板|－極：亜鉛板、＋極：銅板、電子：銅板→亜鉛板|－極：銅板、＋極：亜鉛板、電子：亜鉛板→銅板,亜鉛板が－極、銅板が＋極で、電子は－極から＋極へ移動します。,active,,,中3|イオン4,
ion4_065,chemistry,電池とイオン,電池,2,choice,塩酸に亜鉛板と銅板を入れた電池について正しい組み合わせはどれか。,電子：亜鉛板→銅板、電流：銅板→亜鉛板,電子：亜鉛板→銅板、電流：銅板→亜鉛板|電子：銅板→亜鉛板、電流：銅板→亜鉛板|電子：亜鉛板→銅板、電流：亜鉛板→銅板|電子も電流も移動しない,電子と電流は互いに逆向きです。,active,,,中3|イオン4,
ion4_066,chemistry,電池とイオン,電池,1,choice,塩酸に亜鉛板と銅板を入れた電池では、水素が発生することでどのような問題が起こるか。,すぐに電圧が低下する,すぐに電圧が低下する|電圧が永久に上昇する|電子が流れなくても電圧が上がる|亜鉛が銅になる,原問題では、水素が発生し、すぐに電圧が低下することがこの電池の問題点とされています。,active,,,中3|イオン4,
ion4_067,chemistry,電池とイオン,電池,2,choice,「－極では電子を失う」「＋極では電子を受け取る」という関係について、塩酸に亜鉛板と銅板を入れた電池で正しいものはどれか。,－極で亜鉛原子が電子を失い、＋極側で水素イオンが電子を受け取る,－極で亜鉛原子が電子を失い、＋極側で水素イオンが電子を受け取る|－極で水素イオンが電子を失い、＋極で亜鉛原子が電子を受け取る|－極で銅原子が電子を失い、＋極で亜鉛イオンが電子を受け取る|どちらの極でも電子の受け渡しは起こらない,亜鉛原子が電子を放出し、その電子を＋極側の水素イオンが受け取ります。,active,,,中3|イオン4,
ion4_068,chemistry,電池とイオン,金属と水溶液,2,choice,金属が陽イオンになるとき、電子を失うか、受け取るか。,電子を失う,電子を失う|電子を受け取る|電子は変化しない|必ず陽子を失う,この範囲では、マグネシウムや亜鉛の原子が電子を失って陽イオンになる反応を扱っています。,active,,,中3|イオン4,
ion4_069,chemistry,電池とイオン,金属と水溶液,2,choice,金属の陽イオンが金属原子になるとき、電子を失うか、受け取るか。,電子を受け取る,電子を受け取る|電子を失う|電子は変化しない|必ず陽子を受け取る,銅イオンや亜鉛イオンは電子を受け取ることで金属原子になります。,active,,,中3|イオン4,
ion4_070,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸銅水溶液にマグネシウム片を入れた反応で、「電子を失うもの→電子を受け取るもの」の組み合わせとして正しいものはどれか。,マグネシウム原子→銅イオン,マグネシウム原子→銅イオン|銅イオン→マグネシウム原子|銅原子→マグネシウムイオン|マグネシウムイオン→銅原子,マグネシウム原子が電子を失い、その電子を銅イオンが受け取ります。,active,,,中3|イオン4,
ion4_071,chemistry,電池とイオン,金属と水溶液,2,choice,硫酸亜鉛水溶液にマグネシウム片を入れた反応で、「電子を失うもの→電子を受け取るもの」の組み合わせとして正しいものはどれか。,マグネシウム原子→亜鉛イオン,マグネシウム原子→亜鉛イオン|亜鉛イオン→マグネシウム原子|亜鉛原子→マグネシウムイオン|マグネシウムイオン→亜鉛原子,マグネシウム原子が電子を失い、その電子を亜鉛イオンが受け取ります。,active,,,中3|イオン4,
ion4_072,chemistry,電池とイオン,金属のイオンへのなりやすさ,2,choice,硫酸銅水溶液にはマグネシウムと亜鉛が反応し、硫酸亜鉛水溶液にはマグネシウムが反応した。この結果から3種類の金属を陽イオンになりやすい順に並べるとどうなるか。,Mg＞Zn＞Cu,Mg＞Zn＞Cu|Cu＞Zn＞Mg|Zn＞Mg＞Cu|Mg＞Cu＞Zn,反応する組み合わせから、マグネシウムが最も陽イオンになりやすく、次が亜鉛、最もなりにくいのが銅と判断できます。,active,,,中3|イオン4,
ion5_001,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池は何と何の水溶液を使うか。,硫酸亜鉛水溶液と硫酸銅水溶液,,ダニエル電池では硫酸亜鉛水溶液と硫酸銅水溶液を使います。,active,,,中3|イオン5,
ion5_002,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池では、2種類の水溶液を何で仕切るか。,セロハン膜,,2種類の水溶液をセロハン膜で仕切ります。,active,,,中3|イオン5,
ion5_003,chemistry,ダニエル電池,ダニエル電池,1,text,セロハン膜の役割は何か。,2つの水溶液が混ざらないようにしながら、イオンは通す,,セロハン膜は2つの水溶液が混ざらないようにしながら、イオンを通します。,active,,,中3|イオン5,
ion5_004,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池の－極は何板か。,亜鉛板,,ダニエル電池では亜鉛板が－極です。,active,,,中3|イオン5,
ion5_005,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池の＋極は何板か。,銅板,,ダニエル電池では銅板が＋極です。,active,,,中3|イオン5,
ion5_006,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池では電子はどちらからどちらへ移動するか。,亜鉛板から銅板,,電子は亜鉛板から銅板へ移動します。,active,,,中3|イオン5,
ion5_007,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池では電流はどちらからどちらへ流れるか。,銅板から亜鉛板,,電流は電子とは逆向きに、銅板から亜鉛板へ流れます。,active,,,中3|イオン5,
ion5_008,chemistry,ダニエル電池,ダニエル電池,2,text,ダニエル電池の－極で起こる変化を化学反応式で表せ。,Zn → Zn²⁺ + 2e⁻,,亜鉛原子が電子を2個失って亜鉛イオンになります。,active,,,中3|イオン5,
ion5_009,chemistry,ダニエル電池,ダニエル電池,2,text,ダニエル電池の＋極で起こる変化を化学反応式で表せ。,Cu²⁺ + 2e⁻ → Cu,,銅イオンが電子を2個受け取って銅になります。,active,,,中3|イオン5,
ion5_010,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池の－極では何原子が何になるか。,亜鉛原子が亜鉛イオンになる,,－極では亜鉛原子が電子を失って亜鉛イオンになります。,active,,,中3|イオン5,
ion5_011,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池の＋極では何イオンが何になるか。,銅イオンが銅になる,,＋極では銅イオンが電子を受け取って銅になります。,active,,,中3|イオン5,
ion5_012,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池では銅はどこに付着するか。,銅板,,銅イオンが電子を受け取って銅となり、銅板に付着します。,active,,,中3|イオン5,
ion5_013,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池で電流が流れると、亜鉛イオンは多くなるか、少なくなるか。,多くなる,,亜鉛原子が亜鉛イオンになるため、亜鉛イオンは多くなります。,active,,,中3|イオン5,
ion5_014,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池で電流が流れると、銅イオンは多くなるか、少なくなるか。,少なくなる,,銅イオンが電子を受け取って銅になるため、銅イオンは少なくなります。,active,,,中3|イオン5,
ion5_015,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池で電流が流れると、硫酸銅水溶液の青色は濃くなるか、薄くなるか。,薄くなる,,青色の原因である銅イオンが減るため、青色は薄くなります。,active,,,中3|イオン5,
ion5_016,chemistry,ダニエル電池,ダニエル電池,1,text,ダニエル電池の利点は何か。,水素が発生せず、一定の電圧を安定して得られる,,水素が発生せず、一定の電圧を安定して得られることが利点です。,active,,,中3|イオン5,
ion5_017,chemistry,ダニエル電池,ダニエル電池,2,text,ダニエル電池では、亜鉛原子が（ ）を（ ）個失って（ ）イオンになる。また、硫酸銅水溶液中の（ ）イオンが電子を受け取って（ ）になり、銅板に付着する。,電子、2、亜鉛、銅、銅,,亜鉛原子は電子を2個失って亜鉛イオンになり、銅イオンは電子を受け取って銅になります。,active,,,中3|イオン5,
ion5_018,chemistry,ダニエル電池,一次電池・二次電池,1,text,一次電池とはどのような電池か。,放電すると電圧が低下し、もとにもどらない電池,,放電すると電圧が低下し、もとにもどらない電池を一次電池といいます。,active,,,中3|イオン5,
ion5_019,chemistry,ダニエル電池,一次電池・二次電池,1,text,二次電池とはどのような電池か。,くり返し使うことができる電池,,くり返し使うことができる電池を二次電池といいます。,active,,,中3|イオン5,
ion5_020,chemistry,ダニエル電池,一次電池・二次電池,1,text,電圧を回復させる操作を何というか。,充電,,電圧を回復させる操作を充電といいます。,active,,,中3|イオン5,
ion5_021,chemistry,ダニエル電池,一次電池・二次電池,1,choice,マンガン乾電池は一次電池か二次電池か。,一次電池,一次電池|二次電池,マンガン乾電池は一次電池です。,active,,,中3|イオン5,
ion5_022,chemistry,ダニエル電池,一次電池・二次電池,1,choice,アルカリ乾電池は一次電池か二次電池か。,一次電池,一次電池|二次電池,アルカリ乾電池は一次電池です。,active,,,中3|イオン5,
ion5_023,chemistry,ダニエル電池,一次電池・二次電池,1,choice,リチウム電池は一次電池か二次電池か。,一次電池,一次電池|二次電池,このプリントではリチウム電池を一次電池として扱っています。,active,,,中3|イオン5,
ion5_024,chemistry,ダニエル電池,一次電池・二次電池,1,choice,鉛蓄電池は一次電池か二次電池か。,二次電池,二次電池|一次電池,鉛蓄電池は二次電池です。,active,,,中3|イオン5,
ion5_025,chemistry,ダニエル電池,一次電池・二次電池,1,choice,リチウムイオン電池は一次電池か二次電池か。,二次電池,二次電池|一次電池,リチウムイオン電池は二次電池です。,active,,,中3|イオン5,
ion5_026,chemistry,ダニエル電池,二次電池,1,text,リチウムイオン電池は何に利用されているか。,スマートフォン・携帯ゲーム機・ノート型パソコンなど,,リチウムイオン電池はスマートフォン、携帯ゲーム機、ノート型パソコンなどに利用されています。,active,,,中3|イオン5,
ion5_027,chemistry,ダニエル電池,二次電池,1,text,鉛蓄電池は何に利用されているか。,自動車のバッテリー,,鉛蓄電池は自動車のバッテリーに利用されています。,active,,,中3|イオン5,
ion5_028,chemistry,ダニエル電池,水の電気分解,1,text,水の電気分解で発生する気体は何と何か。,水素と酸素,,水を電気分解すると水素と酸素が発生します。,active,,,中3|イオン5,
ion5_029,chemistry,ダニエル電池,水の電気分解,2,text,水の電気分解を化学反応式で表せ。,2H₂O → 2H₂ + O₂,,水の電気分解では水から水素と酸素が生じます。,active,,,中3|イオン5,
ion5_030,chemistry,ダニエル電池,燃料電池,1,text,燃料電池では何と何を反応させるか。,水素と酸素,,燃料電池では水素と酸素を反応させます。,active,,,中3|イオン5,
ion5_031,chemistry,ダニエル電池,燃料電池,1,text,燃料電池でできる物質は何か。,水,,水素と酸素が反応して水ができます。,active,,,中3|イオン5,
ion5_032,chemistry,ダニエル電池,燃料電池,2,text,燃料電池を化学反応式で表せ。,2H₂ + O₂ → 2H₂O,,燃料電池では水素と酸素から水ができます。,active,,,中3|イオン5,
ion5_033,chemistry,ダニエル電池,燃料電池,1,text,燃料電池とはどのような電池か。,水の電気分解とは逆の化学反応で電気エネルギーを取り出す電池,,燃料電池は、水の電気分解とは逆の化学反応を利用して電気エネルギーを取り出す電池です。,active,,,中3|イオン5,
ion5_034,chemistry,ダニエル電池,ダニエル電池,1,choice,ダニエル電池で、電子を出す金属板はどれか。,亜鉛板,亜鉛板|銅板|両方|どちらでもない,亜鉛板では亜鉛原子が電子を失うため、電子を出すのは亜鉛板です。,active,,,中3|イオン5,
ion5_035,chemistry,ダニエル電池,ダニエル電池,1,choice,ダニエル電池で、電子が流れ込む金属板はどれか。,銅板,銅板|亜鉛板|両方|どちらでもない,電子は亜鉛板から銅板へ移動するため、電子が流れ込むのは銅板です。,active,,,中3|イオン5,
ion5_036,chemistry,ダニエル電池,ダニエル電池,2,choice,「－極・電子を出す・亜鉛原子が亜鉛イオンになる」にすべて当てはまる金属板はどれか。,亜鉛板,亜鉛板|銅板|両方|どちらでもない,ダニエル電池では亜鉛板が－極で、亜鉛原子が電子を失って亜鉛イオンになります。,active,,,中3|イオン5,
ion5_037,chemistry,ダニエル電池,ダニエル電池,2,choice,「＋極・銅イオンが電子を受け取る・銅が付着する」にすべて当てはまる金属板はどれか。,銅板,銅板|亜鉛板|両方|どちらでもない,ダニエル電池では銅板が＋極で、銅イオンが電子を受け取って銅になります。,active,,,中3|イオン5,
ion5_038,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で、亜鉛板の質量は電流が流れるにつれてどうなるか。,減少する,減少する|増加する|変わらない|一度増えてから減る,亜鉛原子が亜鉛イオンとなって水溶液中に出ていくため、亜鉛板の質量は減少します。,active,,,中3|イオン5,
ion5_039,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で、銅板の質量は電流が流れるにつれてどうなるか。,増加する,増加する|減少する|変わらない|0になる,銅イオンが電子を受け取って銅となり、銅板に付着するため質量は増加します。,active,,,中3|イオン5,
ion5_040,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で、硫酸亜鉛水溶液中の亜鉛イオンが増える理由はどれか。,亜鉛原子が電子を失って亜鉛イオンになるから,亜鉛原子が電子を失って亜鉛イオンになるから|銅イオンが亜鉛イオンになるから|亜鉛イオンが電子を受け取るから|銅板が溶けるから,－極ではZn→Zn²⁺＋2e⁻の変化が起こります。,active,,,中3|イオン5,
ion5_041,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で、硫酸銅水溶液中の銅イオンが減る理由はどれか。,銅イオンが電子を受け取って銅になるから,銅イオンが電子を受け取って銅になるから|銅原子が銅イオンになるから|亜鉛イオンが銅イオンになるから|銅イオンが電子を放出するから,＋極ではCu²⁺＋2e⁻→Cuの変化が起こります。,active,,,中3|イオン5,
ion5_042,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で電流が流れたとき、亜鉛イオンと銅イオンの変化の組み合わせとして正しいものはどれか。,亜鉛イオンは増え、銅イオンは減る,亜鉛イオンは増え、銅イオンは減る|亜鉛イオンは減り、銅イオンは増える|両方増える|両方減る,亜鉛はイオンになり、銅イオンは銅になるので、亜鉛イオンは増え、銅イオンは減ります。,active,,,中3|イオン5,
ion5_043,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池で、硫酸銅水溶液の青色が薄くなることからわかるのはどれか。,銅イオンが減少している,銅イオンが減少している|銅イオンが増加している|亜鉛イオンが青色になった|水が青色になった,硫酸銅水溶液の青色の原因である銅イオンが減少するため、青色が薄くなります。,active,,,中3|イオン5,
ion5_044,chemistry,ダニエル電池,ダニエル電池,2,choice,Zn → Zn²⁺ + 2e⁻ の反応で、亜鉛原子は電子をどうしているか。,失っている,失っている|受け取っている|つくっている|変化させていない,右辺に電子があるので、亜鉛原子は電子を2個失っています。,active,,,中3|イオン5,
ion5_045,chemistry,ダニエル電池,ダニエル電池,2,choice,Cu²⁺ + 2e⁻ → Cu の反応で、銅イオンは電子をどうしているか。,受け取っている,受け取っている|失っている|つくっている|変化させていない,左辺に電子があるので、銅イオンは電子を2個受け取っています。,active,,,中3|イオン5,
ion5_046,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池の－極の反応式として正しいものはどれか。,Zn → Zn²⁺ + 2e⁻,Zn → Zn²⁺ + 2e⁻|Zn²⁺ + 2e⁻ → Zn|Cu → Cu²⁺ + 2e⁻|Cu²⁺ + 2e⁻ → Cu,－極では亜鉛原子が電子を2個失って亜鉛イオンになります。,active,,,中3|イオン5,
ion5_047,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池の＋極の反応式として正しいものはどれか。,Cu²⁺ + 2e⁻ → Cu,Cu²⁺ + 2e⁻ → Cu|Cu → Cu²⁺ + 2e⁻|Zn → Zn²⁺ + 2e⁻|Zn²⁺ + 2e⁻ → Zn,＋極では銅イオンが電子を2個受け取って銅になります。,active,,,中3|イオン5,
ion5_048,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池について正しい組み合わせはどれか。,－極は亜鉛板、＋極は銅板,－極は亜鉛板、＋極は銅板|－極は銅板、＋極は亜鉛板|両方とも－極|両方とも＋極,ダニエル電池では亜鉛板が－極、銅板が＋極です。,active,,,中3|イオン5,
ion5_049,chemistry,ダニエル電池,ダニエル電池,2,choice,ダニエル電池について正しい組み合わせはどれか。,電子は亜鉛板から銅板、電流は銅板から亜鉛板,電子は亜鉛板から銅板、電流は銅板から亜鉛板|電子も電流も亜鉛板から銅板|電子も電流も銅板から亜鉛板|電子は銅板から亜鉛板、電流は亜鉛板から銅板,電子と電流の向きは逆です。,active,,,中3|イオン5,
ion5_050,chemistry,ダニエル電池,ダニエル電池,1,choice,ダニエル電池でセロハン膜を使う理由として正しいものはどれか。,2つの水溶液が直接混ざるのを防ぎながらイオンを通すため,2つの水溶液が直接混ざるのを防ぎながらイオンを通すため|電子だけを通すため|水素だけを通すため|銅だけを通すため,このプリントでは、セロハン膜は水溶液が混ざるのを防ぎながらイオンを通す役割として扱っています。,active,,,中3|イオン5,
ion5_051,chemistry,ダニエル電池,一次電池・二次電池,1,choice,充電してくり返し使うことができる電池を何というか。,二次電池,二次電池|一次電池|燃料電池|ダニエル電池,くり返し使うことができる電池を二次電池といいます。,active,,,中3|イオン5,
ion5_052,chemistry,ダニエル電池,一次電池・二次電池,1,choice,原則として充電してくり返し使うことを目的としない電池を何というか。,一次電池,一次電池|二次電池|燃料電池|蓄電池,このプリントでは、放電すると電圧が低下し、もとにもどらない電池を一次電池としています。,active,,,中3|イオン5,
ion5_053,chemistry,ダニエル電池,一次電池・二次電池,2,choice,マンガン乾電池・アルカリ乾電池・リチウム電池に共通するものはどれか。,一次電池,一次電池|二次電池|すべて充電して使う|すべて自動車用,このプリントでは3つとも一次電池として分類されています。,active,,,中3|イオン5,
ion5_054,chemistry,ダニエル電池,一次電池・二次電池,2,choice,鉛蓄電池とリチウムイオン電池に共通するものはどれか。,二次電池,二次電池|一次電池|充電できない|水素と酸素を反応させる,鉛蓄電池とリチウムイオン電池はどちらも二次電池です。,active,,,中3|イオン5,
ion5_055,chemistry,ダニエル電池,一次電池・二次電池,2,choice,「リチウム電池」と「リチウムイオン電池」の分類として正しいものはどれか。,リチウム電池は一次電池、リチウムイオン電池は二次電池,リチウム電池は一次電池、リチウムイオン電池は二次電池|どちらも一次電池|どちらも二次電池|リチウム電池は二次電池、リチウムイオン電池は一次電池,名前は似ていますが、このプリントではリチウム電池は一次電池、リチウムイオン電池は二次電池です。,active,,,中3|イオン5,
ion5_056,chemistry,ダニエル電池,二次電池,1,choice,自動車のバッテリーとして利用される電池はどれか。,鉛蓄電池,鉛蓄電池|マンガン乾電池|アルカリ乾電池|リチウム電池,鉛蓄電池は自動車のバッテリーに利用されています。,active,,,中3|イオン5,
ion5_057,chemistry,ダニエル電池,二次電池,1,choice,スマートフォンやノート型パソコンなどに利用される電池はどれか。,リチウムイオン電池,リチウムイオン電池|マンガン乾電池|鉛蓄電池だけ|ダニエル電池,リチウムイオン電池はスマートフォンやノート型パソコンなどに利用されています。,active,,,中3|イオン5,
ion5_058,chemistry,ダニエル電池,水の電気分解,1,choice,水の電気分解では、水から何が生じるか。,水素と酸素,水素と酸素|水だけ|水素だけ|酸素だけ,水の電気分解では水素と酸素が発生します。,active,,,中3|イオン5,
ion5_059,chemistry,ダニエル電池,水の電気分解,2,choice,2H₂O → 2H₂ + O₂ が表している反応はどれか。,水の電気分解,水の電気分解|燃料電池の反応|亜鉛のイオン化|銅の析出,水が水素と酸素に分かれる反応なので、水の電気分解です。,active,,,中3|イオン5,
ion5_060,chemistry,ダニエル電池,燃料電池,2,choice,2H₂ + O₂ → 2H₂O が表している反応はどれか。,燃料電池で起こる反応,燃料電池で起こる反応|水の電気分解|亜鉛のイオン化|銅の析出,水素と酸素から水ができる反応で、燃料電池ではこの反応を利用します。,active,,,中3|イオン5,
ion5_061,chemistry,ダニエル電池,燃料電池,2,choice,水の電気分解と燃料電池の反応の関係として正しいものはどれか。,互いに逆向きの反応,互いに逆向きの反応|まったく同じ向きの反応|関係がない|どちらも水素だけをつくる,水の電気分解は2H₂O→2H₂＋O₂、燃料電池は2H₂＋O₂→2H₂Oです。,active,,,中3|イオン5,
ion5_062,chemistry,ダニエル電池,燃料電池,1,choice,燃料電池で反応させる物質の組み合わせはどれか。,水素と酸素,水素と酸素|水素と窒素|酸素と二酸化炭素|水と酸素,燃料電池では水素と酸素を反応させます。,active,,,中3|イオン5,
ion5_063,chemistry,ダニエル電池,燃料電池,1,choice,燃料電池で、水素と酸素が反応してできる物質は何か。,水,水|二酸化炭素|窒素|塩素,燃料電池では水素と酸素が反応して水ができます。,active,,,中3|イオン5,
ion5_064,chemistry,ダニエル電池,燃料電池,2,choice,水の電気分解では電気エネルギーを使う。これに対して燃料電池では何を取り出すか。,電気エネルギー,電気エネルギー|光エネルギーだけ|位置エネルギー|核エネルギー,燃料電池は水の電気分解とは逆の化学反応を利用して、電気エネルギーを取り出します。,active,,,中3|イオン5,
