questionId,subject,unit,subunit,difficulty,mode,question,answer,choices,explanation,status,answerGroup,relatedQuestionIds,tags,answerAlias,sortGroup,sortItems,eraCorrect,year,documentId,timelineGroup,imagePath
h_iko3_ww_033,history,第二次世界大戦と太平洋戦争,太平洋戦争,1,choice,1941年、日本が攻撃したアメリカのハワイにある軍事基地はどこか。,真珠湾,真珠湾|ミッドウェー|サイパン|沖縄,1941年、日本軍はハワイの真珠湾を攻撃しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_034,history,第二次世界大戦と太平洋戦争,太平洋戦争,1,choice,日本軍による真珠湾攻撃などをきっかけに始まった戦争を何というか。,太平洋戦争,太平洋戦争|日中戦争|日露戦争|第一次世界大戦,1941年、日本の真珠湾攻撃などをきっかけに太平洋戦争が始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_035,history,第二次世界大戦と太平洋戦争,太平洋戦争,1,choice,太平洋戦争が始まった年はいつか。,1941年,1941年|1937年|1939年|1945年,太平洋戦争は1941年に始まりました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_036,history,第二次世界大戦と太平洋戦争,太平洋戦争,2,choice,太平洋戦争で日本と戦った連合国の中心となった国はどこか。,アメリカ,アメリカ|ドイツ|イタリア|ソ連,太平洋戦争では日本は主にアメリカなどの連合国と戦いました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_037,history,第二次世界大戦と太平洋戦争,ミッドウェー海戦,1,choice,1942年、日本がアメリカに敗れ、その後の戦局が日本に不利になる大きなきっかけとなった海戦は何か。,ミッドウェー海戦,ミッドウェー海戦|日本海海戦|黄海海戦|沖縄戦,1942年のミッドウェー海戦で日本は大きな損害を受け、その後戦局が不利になっていきました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_038,history,第二次世界大戦と太平洋戦争,学徒出陣,1,choice,戦争中、大学生などが徴兵され戦地へ送られたことを何というか。,学徒出陣,学徒出陣|学童疎開|勤労動員|徴兵令,戦争が激しくなると大学生なども徴兵され、学徒出陣が行われました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_039,history,第二次世界大戦と太平洋戦争,学童疎開,1,choice,空襲を避けるため、都市の子どもたちを地方へ移したことを何というか。,学童疎開,学童疎開|学徒出陣|配給制|勤労動員,空襲を避けるため、都市の子どもたちを地方へ移す学童疎開が行われました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_040,history,第二次世界大戦と太平洋戦争,沖縄戦,1,choice,1945年、日本国内で住民を巻き込む激しい地上戦が行われた地域はどこか。,沖縄,沖縄|北海道|東京|広島,1945年、沖縄では住民を巻き込む激しい地上戦が行われました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_041,history,第二次世界大戦と太平洋戦争,原子爆弾,1,choice,1945年8月6日、アメリカによって原子爆弾が投下された都市はどこか。,広島,広島|長崎|東京|大阪,1945年8月6日、広島に原子爆弾が投下されました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_042,history,第二次世界大戦と太平洋戦争,原子爆弾,1,choice,1945年8月9日、アメリカによって原子爆弾が投下された都市はどこか。,長崎,長崎|広島|横浜|神戸,1945年8月9日、長崎に原子爆弾が投下されました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_043,history,第二次世界大戦と太平洋戦争,ソ連参戦,1,choice,1945年8月、日ソ中立条約を破って日本との戦争に参戦した国はどこか。,ソ連,ソ連|ドイツ|イタリア|中国,1945年8月、ソ連は日本との戦争に参戦しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_044,history,第二次世界大戦と太平洋戦争,ポツダム宣言,1,choice,日本に無条件降伏などを求めた宣言を何というか。,ポツダム宣言,ポツダム宣言|カイロ宣言|大西洋憲章|ベルサイユ条約,連合国は日本に降伏を求めるポツダム宣言を出しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_045,history,第二次世界大戦と太平洋戦争,ポツダム宣言,1,choice,第二次世界大戦末期、日本が受諾した宣言はどれか。,ポツダム宣言,ポツダム宣言|ベルサイユ条約|九か国条約|不戦条約,日本はポツダム宣言を受諾し、連合国に降伏しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
h_iko3_ww_046,history,第二次世界大戦と太平洋戦争,第二次世界大戦終結,1,choice,日本がポツダム宣言を受諾して降伏した年はいつか。,1945年,1945年|1941年|1939年|1937年,日本は1945年にポツダム宣言を受諾して降伏しました。,active,,,伊興中3|前期期末|世界恐慌-第二次世界大戦,,,,,,,,
r8_fuki3_001,history,現代史,冷戦,1,choice,1989年にアメリカ、ソ連の首脳の間で宣言された戦争の名前,冷戦,冷戦|湾岸戦争|イラク戦争|太平洋戦争,1989年にアメリカとソ連の首脳によって冷戦の終結が宣言されました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_002,history,現代史,グローバル化,1,choice,国境を越えた活動が活発となり、世界が一体となること,グローバル化,グローバル化|情報化|少子高齢化|国際分業,国境を越えた活動が活発になり、世界が一体となることをグローバル化といいます。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_003,history,現代史,ドイツ統一,1,choice,1990年に2つの国が統一してできた国,ドイツ,ドイツ|イタリア|ロシア|フランス,1990年に東西ドイツが統一されました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_004,history,現代史,湾岸戦争,1,choice,1991年にイラクのクウェート侵攻に対してアメリカを主体とする多国籍軍がイラクを攻撃した。この戦争の名前,湾岸戦争,湾岸戦争|イラク戦争|アフガニスタン戦争|冷戦,1991年にイラクのクウェート侵攻をきっかけに湾岸戦争が起こりました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_005,history,現代史,同時多発テロ,1,choice,2001年にアメリカで起きたイスラム過激派によるテロが起こった。そのテロの名前は。,同時多発テロ（9.11テロ）,同時多発テロ（9.11テロ）|湾岸戦争|イラク戦争|冷戦,2001年にアメリカで同時多発テロ（9.11テロ）が起こりました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_006,history,現代史,イラク戦争,1,choice,2003年にアメリカがイラクの政権をたおした戦争,イラク戦争,イラク戦争|湾岸戦争|朝鮮戦争|ベトナム戦争,2003年にアメリカなどがイラクを攻撃し、イラク戦争が始まりました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_007,history,現代史,主要国首脳会議,1,choice,主要国首脳が集まって国際社会の問題について解決のために、毎年競技を行っている会議,主要国首脳会議（サミット）,主要国首脳会議（サミット）|国際連合総会|安全保障理事会|ワシントン会議,主要国首脳会議はサミットとも呼ばれます。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_008,history,現代史,ヨーロッパ連合,1,choice,1993年に成立したヨーロッパの組織で、統一通貨のユーロを導入したり、加盟国間の往来を自由にしている。,ヨーロッパ連合（EU）,ヨーロッパ連合（EU）|国際連合（UN）|東南アジア諸国連合（ASEAN）|北大西洋条約機構（NATO）,1993年にヨーロッパ連合（EU）が成立しました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_009,history,現代史,バブル経済,1,choice,1991年に地価、株価の急落とともに、終わった好景気,バブル経済,バブル経済|高度経済成長|いざなぎ景気|神武景気,地価や株価が大きく上昇した好景気をバブル経済といいます。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_fuki3_010,history,現代史,55年体制,1,choice,1993年、自民党政権に代わり、8党派の連立内閣が成立したことで終わった体制,55年体制,55年体制|大政翼賛体制|幕藩体制|冷戦体制,1955年から続いた55年体制は1993年に終わりました。,active,,,R8|中3|前期期末|原問題,,,,,,,,
r8_add_001,history,現代史,冷戦,2,choice,冷戦の終結が宣言された年はいつか。,1989年,1989年|1990年|1991年|1993年,1989年、アメリカとソ連の首脳によって冷戦の終結が宣言されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_002,history,現代史,ドイツ統一,2,choice,東西ドイツが統一された年はいつか。,1990年,1990年|1989年|1991年|1993年,東西ドイツは1990年に統一されました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_003,history,現代史,湾岸戦争,2,choice,湾岸戦争が起こった年はいつか。,1991年,1991年|1989年|2001年|2003年,湾岸戦争は1991年に起こりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_004,history,現代史,湾岸戦争,2,choice,湾岸戦争のきっかけとなった出来事はどれか。,イラクのクウェート侵攻,イラクのクウェート侵攻|アメリカ同時多発テロ|東西ドイツの統一|ソ連の崩壊,イラクのクウェート侵攻に対して多国籍軍が攻撃し、湾岸戦争となりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_005,history,現代史,同時多発テロ,2,choice,同時多発テロ（9.11テロ）がアメリカで起こった年はいつか。,2001年,2001年|1991年|2003年|1993年,同時多発テロは2001年に起こりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_006,history,現代史,イラク戦争,2,choice,イラク戦争が始まった年はいつか。,2003年,2003年|2001年|1991年|1993年,イラク戦争は2003年に始まりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_007,history,現代史,EU,2,choice,ヨーロッパ連合（EU）が成立した年はいつか。,1993年,1993年|1989年|1990年|2001年,ヨーロッパ連合（EU）は1993年に成立しました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_008,history,現代史,EU,2,choice,ヨーロッパ連合（EU）で導入された統一通貨は何か。,ユーロ,ユーロ|ドル|ポンド|ルーブル,EUでは統一通貨ユーロが導入されています。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_009,history,現代史,バブル経済,2,choice,地価や株価の急落とともに1991年に終わった好景気は何か。,バブル経済,バブル経済|高度経済成長|いざなぎ景気|岩戸景気,1991年にバブル経済が終わりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
r8_add_010,history,現代史,55年体制,2,choice,55年体制が終わった年はいつか。,1993年,1993年|1955年|1989年|2003年,1993年、8党派による連立内閣の成立によって55年体制が終わりました。,active,,,R8|中3|前期期末|追加問題,,,,,,,,
